id,section,difficulty,question_no,type,question,choice_A,choice_B,choice_C,choice_D,choice_E,choice_F,choice_G,choice_H,choice_I,answer,source_answer,validation_note,validation_source,source_file
S082Q09,82,hard,9,SE,"Debate rages on between proponents of corporal punishment and the death penalty and their detractors, though even the most rabid supporter agrees that punishments must be _____ and the justice system evenhanded and thorough.",meet,clement,delimited,condign,tantamount,merciful,,,,A|D,A|D,,,TCSE_51-100.pdf
S082Q10,82,hard,10,SE,Miller reminded his clients that labor relationship are inherently _____; the interests of business owners are diametrically opposed to those of employees.,adversarial,exploitative,mercenary,antagonistic,variable,changeable,,,,A|D,A|D,,,TCSE_51-100.pdf
S083Q01,83,hard,1,TC1,The threat of litigation makes the art authentication industry _____ realm: connoisseurs refuse to communicate in writing and confidential agreements bind authenticators to silence.,an opportunistic,a clandestine,a moralizing,a xenophobic,an anarchistic,,,,,B,B,,,TCSE_51-100.pdf
S083Q02,83,hard,2,TC1,"Some of the areas of research covered in the collection have already attracted substantial scholarly interest, while others are more _____, hence requiring pioneering effort to map the territory and suggest productive avenues of inquiry.",intricate,pristine,parochial,heterogeneous,onerous,,,,,B,B,,,TCSE_51-100.pdf
S083Q03,83,hard,3,TC2,"Since he had demonstrated (i)_____ talent as an amateur, several of his acquaintances (ii)_____ a career on the stage, but he followed his parents’ wishes, becoming an engineer.",an innocuous,an unremarkable,the requisite,aided him in pursuing,badgered him to pursue,swayed him into pursuing,,,,C|E,C|E,,,TCSE_51-100.pdf
S083Q04,83,hard,4,TC2,"In the past, the discussion of artificial light had been (i)_____. When electrification spread, the talk of artificial light became (ii)_____, perhaps because the material was more familiar. Distance lends enchantment.",engaging,momentous,dormant,nugatory,repetitious,dull,,,,A|F,A|F,,,TCSE_51-100.pdf
S083Q05,83,hard,5,TC3,"Saul’s particular combination of intellectuality and vitality was not paradoxical; it was category- shattering. (i)_____ was, in a way, his very theme. Was ever a bookish soul so cracklingly unmediated, so (ii)_____ raw life? He was as vivid physically as he was mentally, almost perversely alert, completely at home in the world of matter, repulsed by (iii)_____.",energy,nostalgia,solitude,put off by,flush with,uninterested in,seriousness,sensuality,tedium,A|E|I,A|E|I,,,TCSE_51-100.pdf
S083Q06,83,hard,6,TC3,"The difficulty for nineteenth-century advocates of the claim that forests helped regulate climate was that their argument (i)_____ historical anecdote and observations. Proving the forest-climate link through verifiable and experimental scientific means rather than observation was (ii)_____ for these individuals, a situation that eventually led to the link (iii)_____ justifications for forest conservation.",lacked,discounted,employed,problematic,unnecessary,straightforward,being revived in,dropping out of,losing out to,C|D|H,C|D|H,,,TCSE_51-100.pdf
S083Q07,83,hard,7,SE,"Even the man was reserved in his speech, he thoroughly understood his mother, which made him far from _____ as people usually thought.",comprehensive,ingenuous,sophisticated,foolish,simple,sententious,,,,D|E,D|E,,,TCSE_51-100.pdf
S083Q08,83,hard,8,SE,"Mark Messina’s book The Simple Soybean and Your Health exudes recognition much less unrestrained in the description of the soy's medical efficiency than its versatility, but the author cautions against soy to be a _____.",cure-all,solitude,efficacy,effectuality,panacea,placebo,,,,A|E,A|E,,,TCSE_51-100.pdf
S083Q09,83,hard,9,SE,"Three of the nation’s largest airlines could be operating under bankruptcy protection in coming weeks, analysts say, the latest sign of the industry’s ___ as it lurches through a historic transformation.",upheaval,exorbitance,affluence,peril,convulsion,opulence,,,,A|E,A|E,,,TCSE_51-100.pdf
S083Q10,83,hard,10,SE,"Agencies responsible for protecting natural resources too often issue permits allowing exploitation of those resources, a process that remains _____ given that agencies have become experts at masking their decisions in the scientific terms.",controversial,exacting,obscure,onerous,opaque,misleading,,,,C|E,C|E,,,TCSE_51-100.pdf
S084Q01,84,hard,1,TC1,The painter has emphasized the figure’s erect posture by making it contrast so starkly with the _____ exhibited by trees of the windswept orchard in the background.,strength,list,rigidity,fruitfulness,uprightness,,,,,B,B,,,TCSE_51-100.pdf
S084Q02,84,hard,2,TC1,The idea of a “language instinct” may seem _____ to those who think of language as the zenith of the human intellect and of instincts as brute impulses.,jarring,plausible,gratifying,inevitable,conciliatory,,,,,A,A,,,TCSE_51-100.pdf
S084Q03,84,hard,3,TC2,"Hidebound by cloying commercial radio and clueless record executives, the American pop music scene has frequently depended on cities at the edges of the cultural map to provide a much- needed shot of (i)_____. Seattle, Minneapolis, Austin, Texas, and Athens, Georgia, have all served as temporary pivot points, churning out bands and defining the sound of the moment. Even Omaha, Nebraska, has its 15 minutes not so long ago. The momentary (ii)_____ seems to come out of nowhere—as if someone blows a whistle only those in the know can hear, and suddenly record executives and journalists are crawling all over what had previously been an obscure locale.",originality,hackneyedness,burlesque,consensus,disjunction,censorship,,,,A|D,A|D,,,TCSE_51-100.pdf
S084Q04,84,hard,4,TC2,"The guilty-pleasure of the play lies in its invitation for us to identify with its characters—attractive, articulate young women and young men (i)_____ behavior that, from the outside, may look more than a little (ii)_____: though the actions are initially repugnant, we cannot help but share the point of the view of the characters committing them.",lament,execrate,rationalize,trivial,altruistic,monstrous,,,,C|F,C|F,,,TCSE_51-100.pdf
S084Q05,84,hard,5,TC3,"Methods were developed to remove distortions caused by either the research environment or the researcher. Such methods, especially with respect to the researcher, were considered to (i)_____ those (ii)_____ subjectivity whose unbridled expression was thought to otherwise (iii)_____ research.",restrain,reveal,supersede,incursions of,efficacy of,restrictions on,corrupt,obviate,facilitate,A|D|G,A|D|G,,,TCSE_51-100.pdf
S084Q06,84,hard,6,TC3,"People accustomed to thinking that the human lifespan (i)_____ the outer bounds of animal longevity tend to dismiss tales of musket balls being found in the shells of living turtles. Samantha Romney, however, argues that while such stories may be (ii)_____, some turtles do indeed exhibit a phenomenon known as “negligible (iii)_____,” showing no signs of aging even as they pass the two-century mark.",belies,demarcates,antedates,apocryphal,authentic,heresy,rejuvenation,superannuation,senescence,B|D|I,B|D|I,,,TCSE_51-100.pdf
S084Q07,84,hard,7,SE,"The recent exhibition on Dadaism is nothing if not _____, for the visual arts are currently awash in Dadaist gestures and gambits of one variety or another.",sensational,timely,daunting,ill-advised,opportune,misguided,,,,B|E,B|E,,,TCSE_51-100.pdf
S084Q08,84,hard,8,SE,"Ascorbate readily oxidizes in aerated aqueous solutions, and the PH of such solutions, in part, _____ the rate of oxidation, since the higher the PH, the greater the rate of oxidation.",determines,accelerates,consolidates,governs,compounds,stabilizes,,,,A|D,A|D,,,TCSE_51-100.pdf
S084Q09,84,hard,9,SE,"Consuming 25 to 35 percent of their body weight each day, sea otters are not only _____ but highly specialized eaters, organizing themselves into groups that zero in on specific kinds of prey.",prodigious,undiscriminating,fastidious,picky,voracious,omnivorous,,,,A|E,A|E,,,TCSE_51-100.pdf
S084Q10,84,hard,10,SE,"The concept of the Hellenistic period in ancient history has proved useful but also _____, with scholars disagreeing on the dates when the period began and ended.",slippery,elusive,fruitless,deceptive,futile,compelling,,,,A|B,A|B,,,TCSE_51-100.pdf
S085Q01,85,hard,1,TC1,"“RESIGNATION”, an English word the French novelist Christian Oster would no doubt appreciate, presents an elegant paradox: in one sense, it indicated a bold step, a cleaving of oneself from an attachment grown onerous; in another, it’s the height of _____, an acquiescence to fate.",sham,fissure,desperation,passivity,maturity,,,,,D,D,,,TCSE_51-100.pdf
S085Q02,85,hard,2,TC1,"He accused some people who _____ him of being by contrast supportive of another candidate, who shared a similar stance on most political issues.",offended,lauded,excoriated,promoted,noticed,,,,,C,C,,,TCSE_51-100.pdf
S085Q03,85,hard,3,TC2,To say the actors were (i)_____ their director is an understatement: a director who is visibly bored by his cast and their performances is hard to (ii)_____.,disappointed in,accepting of,motivated by,lambast,displease,suffer,,,,B|F,B|F,,,TCSE_51-100.pdf
S085Q04,85,hard,4,TC2,"Just as large manufacturing companies with dominant positions in large domestic markets were once able to resist (i)_____ despite ample signs that foreign competition was rapidly overtaking them, strong and wealthy states can (ii)_____ and still manage to limp along for many years.",innovation,temptation,inertia,exploit vulnerable markets,dominate international affairs,maintain misguided policies,,,,A|F,A|F,,,TCSE_51-100.pdf
S085Q05,85,hard,5,TC3,"For a time in the early Middle Ages, Latin culture came close to (i)_____: the witness to that is the (ii)_____ of manuscript copies of texts datable to the period. The process of copying manuscripts, the only way in which the fragile products of centuries of accumulating knowledge could be preserved, (iii)_____, a situation that did not change for two and a half centuries, until the time of Charlemagne. In the intervening period, much of Classical literature was lost to use forever.",reversing,exploding,vanishing,paucity,provenance,proliferation,was pursued methodically,expressed the spirit of the time,virtually came to a standstill,C|D|I,C|D|I,,,TCSE_51-100.pdf
S085Q06,85,hard,6,TC3,"Barker’s account of how mores have evolved over time is illuminating. It reveals as (i)_____ and (ii)_____ some values that have often been regarded as (iii)_____, while uncovering other values that do indeed seem to be universal.",transient,instinctive,resilient,transcendent,relative,enduring,liberating,nonnegotiable,antiquated,A|E|H,A|E|H,,,TCSE_51-100.pdf
